76, -22.0, -14.0, 97.0, 71.0
77, 119.0, -7.0, 45.0, 83.0
78, 25.0, 6.0, 60.0, 71.0
79, -2.0, 0.0, 53.0, 63.0
80, 65.0, -2.0, 44.0, 68.0
81, 294.0, 17.0, 65.0, 87.0
82, -97.0, -8.0, 69.0, 76.0
83, -108.0, 7.0, 66.0, 87.0
84, 126.0, 5.0, 60.0, 62.0
85, 87.0, 10.0, 77.0, 89.0
86, -4.0, -13.0, 55.0, 86.0
87, 47.0, 10.0, 52.0, 46.0
88, 130.0, 3.0, 73.0, 73.0
89, -62.0, -5.0, 60.0, 57.0
90, 5.0, -5.0, 62.0, 84.0
91, -18.0, 12.0, 75.0, 70.0
92, -16.0, -9.0, 56.0, 78.0
93, 154.0, 3.0, 74.0, 62.0
94, -140.0, 8.0, 64.0, 79.0
95, -79.0, 2.0, 81.0, 75.0
96, -47.0, 10.0, 73.0, 75.0
97, 175.0, 12.0, 56.0, 85.0
98, 15.0, -4.0, 65.0, 93.0
99, -78.0, -11.0, 58.0, 60.0
100, -213.0, -6.0, 64.0, 73.0
101, 16.0, 0.0, 92.0, 72.0
102, 147.0, 6.0, 53.0, 83.0
103, 170.0, 6.0, 61.0, 89.0
104, 89.0, 6.0, 97.0, 45.0
105, -84.0, -4.0, 76.0, 61.0
106, 118.0, 5.0, 46.0, 57.0
107, -62.0, -14.0, 71.0, 72.0
108, 66.0, -12.0, 69.0, 80.0
109, -97.0, 17.0, 73.0, 70.0
110, 178.0, 4.0, 61.0, 68.0
111, 72.0, -12.0, 63.0, 81.0
112, 11.0, 19.0, 58.0, 70.0
113, -4.0, 6.0, 78.0, 49.0
114, -20.0, -2.0, 65.0, 72.0
115, -125.0, 18.0, 63.0, 86.0
116, 30.0, -14.0, 81.0, 69.0
117, -14.0, -6.0, 56.0, 64.0
118, -32.0, -6.0, 75.0, 98.0
119, 147.0, -3.0, 81.0, 85.0
120, -132.0, 0.0, 62.0, 66.0
121, 150.0, 2.0, 48.0, 69.0
122, 163.0, 22.0, 69.0, 75.0
123, 165.0, 12.0, 74.0, 53.0
124, 271.0, -5.0, 82.0, 51.0
125, -19.0, -17.0, 77.0, 99.0
126, 55.0, 8.0, 86.0, 69.0
127, 13.0, 2.0, 60.0, 53.0
128, 3.0, 7.0, 63.0, 77.0
129, 33.0, 15.0, 76.0, 71.0
130, 33.0, -10.0, 61.0, 71.0
131, -4.0, -4.0, 68.0, 85.0
132, -52.0, -7.0, 53.0, 62.0
133, 77.0, -12.0, 59.0, 59.0
134, 128.0, 2.0, 66.0, 71.0
135, -1.0, 13.0, 76.0, 65.0
136, -114.0, 8.0, 71.0, 84.0
137, -56.0, -8.0, 52.0, 82.0
138, -97.0, -3.0, 80.0, 70.0
139, -70.0, -2.0, 84.0, 101.0
140, 16.0, -1.0, 59.0, 70.0
141, 91.0, 6.0, 61.0, 69.0
142, 35.0, 2.0, 76.0, 68.0
143, 39.0, -10.0, 63.0, 72.0
144, -123.0, 2.0, 95.0, 67.0
145, 174.0, 11.0, 73.0, 63.0
146, 23.0, 5.0, 70.0, 49.0
147, -109.0, -5.0, 62.0, 62.0
148, 165.0, 3.0, 71.0, 85.0
149, 200.0, 10.0, 66.0, 44.0
150, -19.0, 18.0, 60.0, 42.0
151, -58.0, 17.0, 56.0, 82.0
152, -82.0, 15.0, 92.0, 71.0
153, -47.0, 2.0, 53.0, 76.0
154, -8.0, -11.0, 60.0, 54.0
155, -106.0, -12.0, 86.0, 63.0
156, -148.0, 7.0, 43.0, 63.0
157, -137.0, -7.0, 69.0, 58.0
158, -106.0, -5.0, 64.0, 70.0
159, 105.0, 16.0, 48.0, 70.0
160, -27.0, -13.0, 82.0, 77.0
161, 75.0, 16.0, 58.0, 80.0
162, 83.0, 19.0, 41.0, 63.0
163, 91.0, 8.0, 42.0, 61.0
164, -8.0, -9.0, 44.0, 54.0
165, -229.0, -8.0, 46.0, 72.0
166, 97.0, -1.0, 71.0, 53.0
167, -109.0, 7.0, 72.0, 73.0
168, 88.0, -11.0, 56.0, 59.0
169, 158.0, 31.0, 60.0, 68.0
170, 153.0, 9.0, 56.0, 55.0
171, -207.0, 9.0, 68.0, 63.0
172, -187.0, 16.0, 69.0, 70.0
173, 80.0, 0.0, 57.0, 65.0
174, -1.0, 12.0, 86.0, 70.0
175, -64.0, -11.0, 74.0, 73.0
176, -20.0, -9.0, 62.0, 73.0
177, -21.0, -30.0, 61.0, 78.0
178, 73.0, 0.0, 73.0, 91.0
179, -49.0, -4.0, 39.0, 66.0
180, -25.0, -7.0, 63.0, 62.0
181, -4.0, 14.0, 53.0, 85.0
182, 19.0, -5.0, 64.0, 63.0
183, -152.0, 7.0, 60.0, 49.0
184, -88.0, -11.0, 76.0, 79.0
185, 186.0, -7.0, 66.0, 77.0
186, 97.0, 20.0, 58.0, 73.0
187, 27.0, -3.0, 85.0, 81.0
188, 99.0, 12.0, 82.0, 71.0
189, 234.0, 1.0, 72.0, 66.0
190, -10.0, -1.0, 71.0, 67.0
191, -124.0, -19.0, 59.0, 66.0
192, 119.0, 6.0, 80.0, 79.0
193, 14.0, -12.0, 82.0, 83.0
194, -32.0, 16.0, 73.0, 73.0
195, -137.0, 5.0, 70.0, 77.0
196, -124.0, -2.0, 65.0, 84.0
197, -6.0, -11.0, 67.0, 68.0
198, 138.0, 7.0, 66.0, 100.0
199, 56.0, 6.0, 50.0, 69.0
200, -194.0, 7.0, 62.0, 62.0
201, -109.0, 30.0, 75.0, 86.0
202, 19.0, 11.0, 75.0, 83.0
203, -199.0, 0.0, 64.0, 68.0
204, -118.0, -10.0, 68.0, 65.0
205, 25.0, 0.0, 66.0, 78.0
206, 100.0, 0.0, 88.0, 64.0
207, 87.0, 24.0, 66.0, 55.0
208, -104.0, 12.0, 61.0, 89.0
209, 188.0, -2.0, 63.0, 64.0
210, 175.0, 10.0, 70.0, 60.0
211, 32.0, 16.0, 49.0, 72.0
212, -54.0, -6.0, 50.0, 62.0
213, -99.0, 7.0, 50.0, 92.0
214, 35.0, 10.0, 82.0, 92.0
215, -123.0, 9.0, 77.0, 76.0
216, 238.0, -20.0, 63.0, 54.0
217, -237.0, 2.0, 72.0, 72.0
218, 15.0, 10.0, 67.0, 58.0
219, 23.0, -9.0, 71.0, 52.0
220, 38.0, 14.0, 69.0, 66.0
221, -50.0, -10.0, 66.0, 77.0
222, 38.0, 4.0, 76.0, 87.0
223, -216.0, 25.0, 51.0, 62.0
224, -82.0, -2.0, 61.0, 78.0
225, -47.0, 0.0, 62.0, 59.0
226, 135.0, 1.0, 82.0, 54.0
227, 159.0, 0.0, 87.0, 75.0
228, 7.0, 9.0, 68.0, 61.0
229, 10.0, 6.0, 55.0, 67.0
230, -55.0, 11.0, 47.0, 58.0
231, -137.0, 11.0, 65.0, 63.0
232, 121.0, -1.0, 79.0, 59.0
233, 61.0, 19.0, 77.0, 93.0
234, -82.0, 8.0, 60.0, 78.0
235, -5.0, -2.0, 80.0, 52.0
236, -159.0, 6.0, 84.0, 83.0
237, -70.0, 1.0, 94.0, 76.0
238, -55.0, 18.0, 57.0, 90.0
239, -60.0, 5.0, 64.0, 64.0
240, 112.0, 11.0, 77.0, 77.0
241, -3.0, 13.0, 70.0, 85.0
242, 93.0, 10.0, 59.0, 100.0
243, -20.0, 5.0, 78.0, 67.0
244, 300.0, 2.0, 56.0, 50.0
245, 44.0, 10.0, 69.0, 87.0
246, 91.0, 12.0, 64.0, 58.0
247, 63.0, 0.0, 63.0, 65.0
248, -136.0, -3.0, 60.0, 75.0
249, -6.0, 8.0, 79.0, 72.0
250, -40.0, -4.0, 63.0, 72.0
251, -93.0, 3.0, 45.0, 69.0
252, -307.0, 27.0, 81.0, 67.0
253, 60.0, 15.0, 65.0, 76.0
254, 221.0, 6.0, 44.0, 98.0
255, 104.0, -2.0, 48.0, 63.0
0, -133.0, 8.0, 67.0, 51.0
1, -82.0, -3.0, 46.0, 63.0
2, -44.0, 25.0, 75.0, 62.0
3, -288.0, 14.0, 71.0, 74.0
4, 69.0, -2.0, 64.0, 58.0
5, -81.0, -17.0, 83.0, 66.0
6, -5.0, -6.0, 89.0, 75.0
7, 146.0, 10.0, 83.0, 73.0
8, -78.0, -6.0, 59.0, 69.0
9, -144.0, 4.0, 68.0, 74.0
10, 50.0, 14.0, 48.0, 45.0
11, -204.0, 24.0, 75.0, 47.0
12, -59.0, 13.0, 55.0, 67.0
13, 102.0, 4.0, 52.0, 95.0
14, 52.0, -9.0, 63.0, 67.0
15, -276.0, 6.0, 57.0, 60.0
16, -62.0, 9.0, 74.0, 74.0
17, -19.0, 6.0, 77.0, 58.0
18, 151.0, -3.0, 72.0, 97.0
19, 123.0, -10.0, 60.0, 70.0
20, 39.0, 16.0, 58.0, 77.0
21, 86.0, -1.0, 53.0, 73.0
22, 7.0, -4.0, 71.0, 68.0
23, -19.0, 8.0, 69.0, 78.0
24, 218.0, 14.0, 70.0, 64.0
25, -199.0, 7.0, 62.0, 76.0
26, -115.0, 5.0, 69.0, 81.0
27, 47.0, 6.0, 69.0, 70.0
28, -150.0, -1.0, 56.0, 64.0
29, 60.0, 0.0, 74.0, 48.0
30, 38.0, 6.0, 67.0, 85.0
31, 31.0, 24.0, 68.0, 62.0
32, 54.0, 5.0, 83.0, 58.0
33, 119.0, -5.0, 77.0, 87.0
34, 53.0, 18.0, 89.0, 55.0
35, -98.0, 21.0, 52.0, 47.0
36, -31.0, 21.0, 71.0, 66.0
37, -78.0, 8.0, 53.0, 73.0
38, -197.0, 15.0, 67.0, 68.0
39, 123.0, 24.0, 67.0, 51.0
40, -32.0, 1.0, 63.0, 104.0
41, -82.0, -9.0, 83.0, 66.0
42, -34.0, -2.0, 70.0, 71.0
43, -142.0, 4.0, 61.0, 79.0
44, 23.0, 6.0, 88.0, 71.0
45, -147.0, -7.0, 74.0, 77.0
46, -107.0, 17.0, 98.0, 55.0
47, -6.0, -3.0, 67.0, 78.0
48, 19.0, 17.0, 74.0, 67.0
49, -44.0, -5.0, 55.0, 66.0
50, 49.0, 8.0, 69.0, 66.0
51, 104.0, 0.0, 67.0, 72.0
52, -81.0, -6.0, 90.0, 63.0
53, 68.0, 12.0, 62.0, 68.0
54, -189.0, 34.0, 62.0, 71.0
55, -6.0, 4.0, 72.0, 70.0
56, 51.0, -11.0, 82.0, 57.0
57, 73.0, -22.0, 73.0, 51.0
58, -46.0, 3.0, 57.0, 58.0
59, 107.0, 14.0, 49.0, 56.0
60, 36.0, 15.0, 77.0, 80.0
61, -28.0, -2.0, 62.0, 65.0
62, 11.0, 0.0, 77.0, 58.0
63, 87.0, 7.0, 66.0, 80.0
64, 90.0, -1.0, 54.0, 68.0
65, -58.0, -8.0, 67.0, 72.0
66, -95.0, -8.0, 73.0, 70.0
67, 29.0, -7.0, 76.0, 63.0
68, 158.0, 8.0, 73.0, 66.0
69, -158.0, 15.0, 61.0, 69.0
70, 203.0, 5.0, 78.0, 63.0
71, -19.0, 11.0, 78.0, 69.0
72, 63.0, 5.0, 52.0, 85.0
73, 10.0, -2.0, 67.0, 72.0
74, 13.0, -10.0, 69.0, 67.0
75, 110.0, 5.0, 74.0, 68.0
76, 20.0, 2.0, 75.0, 86.0
77, -54.0, 10.0, 54.0, 64.0
78, 273.0, 12.0, 87.0, 75.0
79, 95.0, -5.0, 63.0, 67.0
80, -45.0, -10.0, 64.0, 50.0
81, -85.0, -15.0, 59.0, 76.0
82, 163.0, 12.0, 44.0, 66.0
83, 26.0, -3.0, 96.0, 65.0
84, 46.0, 0.0, 77.0, 61.0
85, -99.0, 2.0, 63.0, 78.0
86, 31.0, -5.0, 78.0, 67.0
87, 3.0, -16.0, 64.0, 66.0
88, 53.0, -4.0, 53.0, 97.0
89, 20.0, 22.0, 63.0, 83.0
90, 185.0, -27.0, 64.0, 75.0
91, -65.0, 19.0, 73.0, 78.0
92, -14.0, -9.0, 82.0, 73.0
93, -117.0, 11.0, 69.0, 80.0
94, -126.0, 10.0, 61.0, 80.0
95, -107.0, -22.0, 86.0, 60.0
96, -104.0, 9.0, 72.0, 69.0
97, -64.0, -3.0, 61.0, 70.0
98, 87.0, -4.0, 73.0, 57.0
99, -27.0, 16.0, 71.0, 74.0
100, -41.0, 5.0, 43.0, 78.0
101, -90.0, 21.0, 65.0, 82.0
102, -109.0, 5.0, 84.0, 71.0
103, 142.0, -4.0, 82.0, 60.0
104, -189.0, -13.0, 66.0, 69.0
105, -31.0, 12.0, 65.0, 78.0
106, 115.0, -6.0, 56.0, 88.0
107, -45.0, -10.0, 66.0, 59.0
108, 47.0, 0.0, 70.0, 75.0
109, -145.0, -7.0, 66.0, 62.0
110, 21.0, 12.0, 58.0, 64.0
111, 154.0, 31.0, 74.0, 52.0
112, -60.0, 5.0, 61.0, 71.0
113, 153.0, -4.0, 64.0, 59.0
114, -76.0, -10.0, 62.0, 53.0
115, 84.0, -4.0, 72.0, 66.0
116, 34.0, -13.0, 61.0, 75.0
117, 21.0, -2.0, 78.0, 82.0
118, 78.0, 4.0, 62.0, 75.0
119, -179.0, -13.0, 71.0, 70.0
120, -67.0, 4.0, 80.0, 69.0
121, 11.0, -1.0, 63.0, 68.0
122, -39.0, -8.0, 67.0, 72.0
123, -25.0, 5.0, 95.0, 76.0
124, 109.0, 4.0, 83.0, 65.0
125, 28.0, 3.0, 77.0, 58.0
126, 86.0, -3.0, 65.0, 59.0
127, 33.0, 5.0, 61.0, 65.0
128, 56.0, 19.0, 81.0, 70.0
129, -75.0, -1.0, 68.0, 62.0
130, 190.0, 19.0, 66.0, 57.0
131, -13.0, 3.0, 60.0, 77.0
132, 106.0, -9.0, 68.0, 85.0
133, 66.0, 13.0, 70.0, 82.0
134, 221.0, 7.0, 79.0, 71.0
135, 209.0, 4.0, 60.0, 83.0
136, 48.0, 20.0, 60.0, 66.0
137, -243.0, -17.0, 85.0, 78.0
138, 152.0, 8.0, 88.0, 75.0
139, -253.0, 18.0, 59.0, 79.0
140, 11.0, -5.0, 83.0, 74.0
141, 6.0, -12.0, 88.0, 76.0
142, 0.0, 10.0, 51.0, 86.0
143, -26.0, 1.0, 88.0, 71.0
144, -96.0, 19.0, 87.0, 71.0
145, -60.0, 9.0, 69.0, 62.0
146, 216.0, -1.0, 82.0, 74.0
147, -197.0, 1.0, 55.0, 64.0
148, -103.0, -3.0, 77.0, 78.0
149, 9.0, 8.0, 96.0, 75.0
150, -32.0, -6.0, 90.0, 66.0
151, -58.0, 9.0, 72.0, 62.0
152, 0.0, -9.0, 75.0, 79.0
153, -94.0, -7.0, 86.0, 99.0
154, 52.0, -2.0, 58.0, 58.0
155, 93.0, 20.0, 62.0, 83.0
156, -60.0, -10.0, 64.0, 76.0
157, -57.0, -13.0, 55.0, 84.0
158, 128.0, -16.0, 55.0, 90.0
159, 117.0, 7.0, 61.0, 86.0
160, -210.0, -14.0, 71.0, 75.0
161, 224.0, 8.0, 65.0, 67.0
162, -70.0, -2.0, 74.0, 64.0
163, -84.0, -13.0, 85.0, 80.0
164, -31.0, 0.0, 66.0, 57.0
165, 22.0, 18.0, 76.0, 62.0
166, -23.0, 19.0, 81.0, 72.0
167, -216.0, 8.0, 74.0, 62.0
168, -43.0, 8.0, 71.0, 62.0
169, 184.0, -6.0, 71.0, 61.0
170, 29.0, -3.0, 53.0, 82.0
171, 228.0, 15.0, 93.0, 62.0
172, 176.0, 15.0, 44.0, 90.0
173, 141.0, -3.0, 85.0, 63.0
174, -78.0, -23.0, 58.0, 54.0
175, -75.0, 7.0, 56.0, 71.0
176, 69.0, 12.0, 71.0, 70.0
177, -3.0, 4.0, 53.0, 67.0
178, -161.0, -19.0, 79.0, 72.0
179, 143.0, 8.0, 88.0, 62.0
180, 25.0, -8.0, 69.0, 74.0
181, 113.0, -2.0, 71.0, 83.0
182, 2.0, 0.0, 63.0, 84.0
183, 103.0, 14.0, 63.0, 55.0
184, 132.0, 18.0, 73.0, 61.0
185, -77.0, 4.0, 61.0, 56.0
186, 137.0, 8.0, 70.0, 71.0
187, -76.0, -19.0, 60.0, 66.0
188, 32.0, 4.0, 68.0, 66.0
189, 117.0, -3.0, 59.0, 73.0
190, -97.0, 0.0, 69.0, 61.0
191, 102.0, -7.0, 63.0, 71.0
192, 16.0, -1.0, 91.0, 61.0
193, 0.0, 4.0, 70.0, 59.0
194, -31.0, -5.0, 56.0, 75.0
195, 40.0, 4.0, 67.0, 79.0
196, -61.0, 9.0, 61.0, 68.0
197, 63.0, -1.0, 55.0, 75.0
198, 215.0, 16.0, 76.0, 59.0
199, 394.0, 0.0, 60.0, 71.0
200, 120.0, 0.0, 73.0, 69.0
201, 135.0, 12.0, 58.0, 81.0
202, -127.0, 22.0, 71.0, 52.0
203, 41.0, -4.0, 77.0, 73.0
204, 94.0, -9.0, 90.0, 94.0
205, 169.0, 4.0, 73.0, 60.0
206, -42.0, 9.0, 57.0, 52.0
207, 138.0, 20.0, 57.0, 91.0
208, 38.0, 3.0, 57.0, 61.0
209, -10.0, 9.0, 92.0, 73.0
210, 59.0, 8.0, 70.0, 83.0
211, -2.0, -3.0, 38.0, 72.0
212, 107.0, 3.0, 63.0, 59.0
213, -124.0, 4.0, 66.0, 43.0
214, -64.0, -20.0, 90.0, 77.0
215, -164.0, 16.0, 79.0, 69.0
216, 183.0, 5.0, 84.0, 51.0
217, 14.0, -17.0, 66.0, 73.0
218, 71.0, -7.0, 73.0, 70.0
219, 209.0, 19.0, 74.0, 73.0
220, -29.0, 2.0, 65.0, 81.0
221, 131.0, 14.0, 75.0, 53.0
222, -77.0, 5.0, 82.0, 92.0
223, -104.0, 8.0, 76.0, 72.0
224, 149.0, 8.0, 76.0, 57.0
225, -24.0, 0.0, 60.0, 82.0
226, 48.0, 3.0, 68.0, 70.0
227, 33.0, 12.0, 74.0, 62.0
228, -33.0, -9.0, 64.0, 79.0
229, 79.0, -1.0, 45.0, 85.0
230, -141.0, 27.0, 55.0, 92.0
231, 50.0, -1.0, 56.0, 75.0
232, 35.0, -1.0, 68.0, 59.0
233, 96.0, -3.0, 69.0, 65.0
234, -45.0, -9.0, 86.0, 59.0
235, -108.0, 0.0, 78.0, 62.0
236, 67.0, -1.0, 80.0, 75.0
237, 21.0, -15.0, 66.0, 61.0
238, -135.0, -1.0, 77.0, 71.0
239, -46.0, 7.0, 58.0, 78.0
240, -113.0, -6.0, 70.0, 67.0
241, 125.0, -17.0, 80.0, 80.0
242, -98.0, -4.0, 60.0, 65.0
243, 144.0, -6.0, 70.0, 69.0
244, -12.0, 13.0, 47.0, 67.0
245, 117.0, 1.0, 74.0, 83.0
246, -18.0, 14.0, 74.0, 63.0
247, 47.0, 12.0, 56.0, 74.0
248, 106.0, 9.0, 44.0, 75.0
249, 195.0, 12.0, 76.0, 75.0
250, 327.0, 0.0, 70.0, 79.0
251, 101.0, -4.0, 58.0, 62.0
252, -27.0, -31.0, 77.0, 69.0
253, -32.0, -9.0, 61.0, 55.0
254, 160.0, -1.0, 69.0, 55.0
255, 123.0, -3.0, 69.0, 79.0
0, -52.0, -8.0, 61.0, 77.0
1, 55.0, -9.0, 66.0, 82.0
2, -54.0, 6.0, 72.0, 88.0
3, 22.0, 13.0, 74.0, 85.0
4, -74.0, 3.0, 69.0, 72.0
5, 166.0, -10.0, 75.0, 68.0
6, -116.0, 1.0, 63.0, 77.0
7, 4.0, 6.0, 88.0, 80.0
8, -250.0, -9.0, 62.0, 84.0
9, -39.0, 7.0, 55.0, 69.0
10, -38.0, 0.0, 62.0, 65.0
11, 58.0, 29.0, 51.0, 81.0
12, -117.0, 6.0, 70.0, 69.0
13, -74.0, -4.0, 68.0, 83.0
14, 181.0, -1.0, 58.0, 58.0
15, -21.0, 18.0, 71.0, 100.0
16, -88.0, -5.0, 62.0, 88.0
17, -110.0, 12.0, 62.0, 70.0
18, 115.0, 8.0, 67.0, 71.0
19, 213.0, 1.0, 62.0, 65.0
20, -38.0, 19.0, 67.0, 67.0
21, 9.0, -12.0, 47.0, 75.0
22, 147.0, 4.0, 77.0, 81.0
23, -127.0, 9.0, 71.0, 59.0
24, 159.0, -16.0, 63.0, 70.0
25, -101.0, 8.0, 68.0, 81.0
26, 30.0, 3.0, 53.0, 65.0
27, 94.0, 0.0, 87.0, 67.0
28, 0.0, 15.0, 66.0, 74.0
29, -41.0, 3.0, 74.0, 87.0
30, -98.0, -2.0, 46.0, 66.0
31, -69.0, 15.0, 83.0, 49.0
32, 33.0, 5.0, 52.0, 67.0
33, -23.0, -2.0, 68.0, 69.0
34, 36.0, -1.0, 59.0, 91.0
35, 19.0, 5.0, 71.0, 68.0
36, 41.0, 11.0, 54.0, 53.0
37, 156.0, 8.0, 73.0, 66.0
38, 211.0, 5.0, 60.0, 54.0
39, -35.0, 0.0, 57.0, 88.0
40, 3.0, 22.0, 71.0, 77.0
41, -141.0, -22.0, 70.0, 81.0
42, 46.0, 7.0, 75.0, 86.0
43, 86.0, 16.0, 64.0, 77.0
44, -117.0, 19.0, 73.0, 75.0
45, -185.0, 6.0, 65.0, 81.0
46, -39.0, 16.0, 67.0, 69.0
47, 69.0, 12.0, 95.0, 58.0
48, 119.0, 21.0, 72.0, 69.0
49, 110.0, 9.0, 54.0, 75.0
50, -8.0, -4.0, 64.0, 83.0
51, -96.0, 4.0, 71.0, 82.0
52, 22.0, 10.0, 60.0, 59.0
53, 5.0, -11.0, 84.0, 68.0
54, -141.0, 0.0, 68.0, 73.0
55, -247.0, -12.0, 71.0, 74.0
56, 24.0, -2.0, 61.0, 64.0
57, 196.0, -2.0, 57.0, 98.0
58, -16.0, -2.0, 63.0, 76.0
59, 109.0, -2.0, 68.0, 76.0
60, -32.0, 13.0, 67.0, 72.0
61, -207.0, 1.0, 77.0, 91.0
62, 57.0, 19.0, 71.0, 75.0
63, -16.0, -13.0, 62.0, 73.0
64, 147.0, 22.0, 74.0, 77.0
65, 104.0, 0.0, 61.0, 77.0
66, -93.0, 1.0, 53.0, 78.0
67, -86.0, 19.0, 81.0, 73.0
68, 134.0, 16.0, 57.0, 86.0
69, -160.0, -20.0, 61.0, 55.0
70, 22.0, -1.0, 49.0, 55.0
71, -37.0, -14.0, 65.0, 93.0
72, -237.0, 9.0, 70.0, 71.0
73, -104.0, 3.0, 74.0, 68.0
74, 35.0, 16.0, 74.0, 62.0
75, -123.0, 14.0, 85.0, 55.0
76, 55.0, 1.0, 73.0, 80.0
77, -160.0, 2.0, 38.0, 87.0
78, 266.0, 18.0, 81.0, 71.0
79, -29.0, 6.0, 72.0, 92.0
80, 129.0, -10.0, 50.0, 52.0
81, 97.0, -1.0, 68.0, 72.0
82, -74.0, -2.0, 59.0, 49.0
83, 4.0, 2.0, 76.0, 69.0
84, 18.0, -3.0, 69.0, 68.0
85, -42.0, 3.0, 62.0, 74.0
86, -128.0, 12.0, 79.0, 68.0
87, 235.0, -12.0, 63.0, 67.0
88, -94.0, 15.0, 72.0, 58.0
89, -121.0, -1.0, 53.0, 55.0
90, -37.0, -2.0, 82.0, 72.0
91, 111.0, 8.0, 70.0, 50.0
92, -38.0, 6.0, 73.0, 66.0
93, 253.0, 0.0, 60.0, 68.0
94, -66.0, 0.0, 73.0, 83.0
95, 92.0, 3.0, 74.0, 65.0
96, 69.0, 17.0, 66.0, 75.0
97, 150.0, 10.0, 72.0, 62.0
98, 99.0, 13.0, 49.0, 65.0
99, 74.0, 17.0, 65.0, 81.0
100, -48.0, -1.0, 55.0, 62.0
101, -126.0, -26.0, 79.0, 55.0
102, -82.0, 8.0, 78.0, 65.0
103, -113.0, 6.0, 52.0, 69.0
104, -75.0, 4.0, 72.0, 48.0
105, -81.0, 0.0, 70.0, 58.0
106, -34.0, 0.0, 66.0, 70.0
107, -180.0, 0.0, 79.0, 69.0
108, 86.0, 16.0, 79.0, 72.0
109, 39.0, 0.0, 95.0, 64.0
110, 87.0, -11.0, 35.0, 55.0
111, -31.0, 7.0, 58.0, 73.0
112, -119.0, 8.0, 67.0, 84.0
113, -28.0, -9.0, 91.0, 50.0
114, 20.0, -3.0, 50.0, 66.0
115, -177.0, 20.0, 67.0, 48.0
116, -45.0, 13.0, 50.0, 64.0
117, -102.0, 6.0, 73.0, 64.0
118, 78.0, 9.0, 79.0, 71.0
119, 4.0, 19.0, 51.0, 75.0
120, -96.0, -12.0, 62.0, 88.0
121, -148.0, 31.0, 74.0, 69.0
122, -20.0, 8.0, 66.0, 71.0
123, -29.0, 2.0, 78.0, 75.0
